latitude,longitude,date
35.78439,-87.44963,2009-07-17
35.0228,-87.2352,2008-05-31
35.22149,-87.39061,2021-06-12
35.10615,-86.46987,1987-10-01
35.11417,-86.465,2003-07-16
35.2597,-84.28315,2000-08-03
36.105,-84.38335,2018-08-26
35.30146,-85.07263,2011-09-09
35.23036,-85.75014,2000-04-10
36.0925,-82.3045,2009-07-18
36.19408,-83.73153,2005-04-13
35.1918,-86.9094,1989-11-15
36.0165,-88.76775,1974-04-15
36.39403,-84.85902,2006-06-06
36.09583,-89.48666,2005-01-10
36.0917,-86.9803,1988-10-08
35.545,-85.0667,1970-12-19
35.8606,-89.0912,1994-04-22
36.1874,-87.0886,2008-11-29
36.12292,-88.65445,1981-10-15
35.97231,-84.88466,2005-06-01
35.8823,-84.88694,2020-04-20
36.1124,-87.4769,1987-07-10
36.12318,-87.38542,1987-07-11
36.02328,-89.17284,2021-03-20
36.16488,-89.03873,2007-06-15
35.20416,-87.19556,2004-11-22
35.18597,-84.48414,2006-07-10
35.5559,-84.0475,2004-12-14
36.2635,-83.918,1988-09-16
33.29083,-97.8375,2003-10-10
34.31,-99.295,2016-07-23
29.38333,-96.25,2002-04-29
30.812,-95.75645,1961-11-11
28.725,-97.06667,1997-08-22
32.57306,-95.80556,2004-08-30
32.58125,-94.86958,1976-10-01
30.775,-94.41528,2003-12-12
31.22333,-94.96611,1995-11-15
30.38667,-98.08611,2004-04-24
31.45417,-100.4161,2004-11-19
31.44815,-100.4219,2006-08-01
31.0232,-94.47903,2005-06-15
32.31565,-95.48672,2015-10-30
30.61667,-95.52722,1975-07-04
30.75,-95.37666,1996-12-31
30.52361,-95.58334,2001-09-11
30.6,-95.63,2005-01-28
29.17805,-96.29222,2004-09-12
30.51559,-97.67403,2017-06-23
30.77532,-97.93719,2017-06-24
35.129,-84.8215,2007-04-28
36.4583,-83.92841,1995-06-24
33.16972,-99.18778,1988-10-15
32.84,-97.445,1976-12-23
30.566,-100.545,2006-07-19
32.24271,-95.12872,1972-07-15
30.43703,-95.12381,1990-05-18
31.1659,-94.1679,2019-11-18
31.56,-93.87194,2004-02-03
31.87791,-94.89986,1980-09-15
35.93985,-100.6767,2014-07-14
33.64555,-95.16028,1982-04-15
34.93243,-101.667,2006-10-21
30.73861,-94.89778,1964-04-15
30.71139,-94.70139,2005-04-18
32.75,-97.75,1976-11-30
32.1,-94.20695,1992-11-25
32.8269,-98.3298,1969-07-20
30.12615,-93.8117,2007-08-13
32.85,-98.375,1977-06-15
32.83333,-98.38333,2004-10-31
32.817,-98.34489,2008-01-10
32.04361,-94.37444,2003-12-28
32.05806,-94.2,2004-04-11
32.01083,-94.14306,2005-01-18
32.7,-98.03333,2003-10-17
32.78611,-97.83334,2004-11-20
32.755,-98.0,2010-10-15
32.675,-97.61,2011-06-30
32.675,-97.61,2011-08-27
32.64,-97.84,2019-06-13
32.66908,-98.03284,2020-10-23
31.27278,-102.6922,2000-02-15
31.06278,-102.3881,2005-02-01
30.71139,-94.58,2005-04-26
30.66986,-94.66653,2005-05-08
33.67056,-95.06667,1987-11-15
33.66666,-95.27361,2002-11-02
33.845,-95.19722,2003-11-16
31.91708,-94.63458,1998-01-11
32.27444,-94.965,2003-10-08
32.35306,-94.90528,2003-12-12
32.28944,-94.86833,2003-12-30
32.33528,-94.7375,2003-12-30
32.01667,-94.68333,2004-11-26
31.86794,-94.95061,2017-11-15
32.19417,-94.70779,2022-03-04
30.63333,-95.3,2004-01-08
30.475,-95.09167,2004-09-12
30.55,-95.12305,2004-11-24
30.46,-95.13,2005-06-27
30.31363,-95.17966,2007-11-15
30.3115,-95.3175,2009-06-11
32.13972,-95.32,2003-10-22
32.18333,-95.21667,2004-10-03
32.51556,-95.41817,2004-10-03
32.19202,-95.35257,2011-04-03
32.675,-97.025,2016-04-02
30.8,-93.7,1981-11-25
31.33333,-94.33334,2003-10-15
33.211,-94.0765,1982-02-06
31.4771,-98.53998,2007-11-17
28.8,-96.04472,2004-06-30
33.45278,-101.5361,2001-01-06
31.40444,-95.70861,1930-09-30
30.40335,-97.2836,2014-12-08
31.11611,-98.055,1977-08-15
29.24665,-100.4104,1994-08-13
32.15,-97.52499,1986-11-01
32.17194,-97.54944,2003-12-10
33.82722,-95.62861,2001-12-29
33.82083,-95.83639,2004-01-13
31.18523,-95.89323,2018-02-13
30.302,-95.10654,1980-04-19
30.26667,-94.85,2004-05-04
30.26861,-94.79333,2004-06-03
30.10305,-94.82,2004-06-15
30.08333,-94.86667,2004-07-22
29.88528,-94.83334,2004-08-19
30.41667,-94.86667,2004-11-26
30.01667,-94.85,2005-01-17
30.40833,-95.00833,2005-02-02
32.79338,-94.69412,2021-09-22
28.97944,-96.01666,2005-01-17
29.0,-95.5,2005-02-01
30.23333,-95.60834,1983-07-15
30.31667,-95.32,2002-04-17
30.405,-95.36166,2004-11-26
30.3343,-95.28653,2005-05-02
30.52694,-95.71278,2004-10-29
30.14378,-95.47556,2005-10-18
30.54366,-95.77908,2006-04-01
30.52897,-95.72607,2016-01-04
33.03333,-94.72334,2004-11-27
30.76667,-93.68333,2004-09-06
30.72028,-93.61667,2004-09-26
30.77722,-103.7439,2003-10-08
30.41667,-93.94,1983-12-24
33.13333,-98.35,2003-10-21
32.94722,-96.10222,2003-12-24
32.24083,-101.3903,2004-10-03
31.35833,-95.48833,1980-06-30
33.33,-95.54278,2004-01-09
32.53333,-98.05,2003-12-12
32.16139,-95.6,2004-12-03
36.0,-100.5,2000-07-05
30.19144,-94.32404,2019-04-16
29.385,-97.81083,2003-10-08
32.4125,-94.81806,1978-06-30
33.75556,-96.53,1975-06-30
33.69,-96.84806,2003-12-31
33.71472,-96.78917,2004-02-19
33.81435,-96.76199,2006-07-04
33.825,-96.6075,2019-07-26
32.51667,-94.9,2004-08-16
29.30877,-97.47971,2010-05-15
32.68,-94.3,1979-04-15
32.68945,-94.59222,2003-11-29
32.8,-94.16666,2004-02-22
32.62389,-94.52,2004-02-27
32.62194,-94.2,2004-02-27
32.65,-94.37361,2004-02-28
32.58333,-94.15,2004-02-28
32.475,-97.815,2011-10-19
30.95972,-95.58334,2004-01-09
31.50773,-95.20691,2006-08-27
31.1683,-95.59745,2007-12-20
31.55668,-95.38226,2017-03-15
33.19944,-96.00306,2003-12-29
33.25,-95.84,2015-01-02
33.2,-96.17,2020-04-18
33.2,-98.4,2015-07-13
33.275,-98.325,2016-07-02
33.375,-98.3,2016-07-18
29.02611,-96.71,2004-09-22
30.83315,-93.972,2003-01-15
30.43444,-93.89,2005-04-25
30.33778,-93.97194,2005-08-14
30.7114,-94.04529,2013-11-02
31.05591,-94.20776,2014-03-25
29.32862,-97.77225,1993-04-15
31.87333,-96.2,2004-04-28
33.34139,-95.24917,2003-12-30
33.46333,-95.8775,2003-12-08
32.04417,-98.09234,2005-03-19
32.5175,-96.80417,1938-06-30
32.375,-98.68,1977-09-30
33.62167,-100.8361,2003-11-06
33.33614,-97.02299,1990-09-14
33.48,-95.76861,1996-12-15
29.57444,-98.03083,1993-07-01
31.84167,-100.5167,2004-01-22
33.675,-98.225,2015-06-17
31.82347,-95.37101,1981-04-30
31.90791,-95.01264,2003-10-22
33.18528,-94.25556,1997-07-15
33.05685,-94.52925,1998-10-15
33.01,-94.44,2000-10-01
32.9,-94.6,2004-03-01
33.07639,-94.25694,2004-08-10
33.09625,-94.32139,2005-04-21
33.17162,-94.14799,2014-10-23
33.2784,-94.12258,2014-11-29
34.03789,-94.32321,2019-05-30
34.125,-98.105,2018-07-30
29.79893,-98.15556,2012-09-15
29.52533,-98.15854,2015-01-09
33.48028,-97.04361,1990-05-30
33.81861,-96.96333,2004-05-24
33.77528,-97.05903,2004-12-27
31.37756,-97.59946,2004-12-01
33.24722,-95.77,2003-12-15
33.26222,-95.82056,2003-12-16
33.27303,-97.03784,2008-04-08
33.25,-97.05,2017-11-25
33.04,-97.18,2017-12-20
32.26889,-96.69583,1964-06-30
32.36,-96.66,1972-07-15
32.375,-96.63,1988-04-15
33.59,-96.27306,2003-12-15
33.61666,-95.90694,2004-01-30
33.79094,-95.92831,2009-08-22
33.445,-96.05,2015-07-15
33.36867,-95.23958,2004-10-20
31.93425,-96.12524,2009-08-25
30.33333,-96.55,1972-07-15
33.37917,-94.11611,1978-10-28
32.15,-97.5,1979-08-25
29.56835,-98.68465,2008-09-15
31.30853,-94.76362,1968-10-18
31.6212,-95.6669,2001-06-15
37.182,-113.7382,2002-02-13
40.028,-110.9315,1977-09-15
40.5,-109.9,2004-12-25
38.8204,-111.6631,1988-09-04
39.48,-111.23,2005-08-15
37.75705,-109.3125,1978-08-16
40.60779,-111.6508,1964-08-01
40.4871,-112.1402,1970-07-17
38.54144,-112.0729,2018-10-15
40.77988,-110.9325,1986-07-19
40.825,-110.825,2001-06-13
40.92128,-111.0837,2004-10-15
40.98583,-110.3961,2021-11-14
40.65,-110.0,2005-08-02
40.75,-109.575,2007-07-09
40.25622,-111.6068,1982-10-31
40.3857,-111.6992,1996-05-04
40.34937,-111.6956,1998-01-31
40.26705,-111.5986,2003-03-15
40.42,-111.63,2004-07-05
40.0445,-111.5447,2005-09-14
31.78333,-95.68333,2003-10-17
31.2371,-94.45095,1979-08-15
29.26258,-98.56143,2014-01-22
33.28333,-94.35722,2004-02-19
30.525,-96.59167,2005-01-17
30.55738,-96.42506,2017-09-02
40.9744,-111.8189,1977-08-22
37.8058,-111.3481,1994-05-19
39.64175,-111.2186,1988-10-19
40.61087,-110.8139,1985-08-17
40.915,-109.725,1989-10-03
41.43135,-111.4988,1977-10-19
36.76377,-81.9107,2012-11-16
38.9593,-78.02081,2012-10-17
36.7586,-76.0418,2012-05-19
37.1694,-76.77447,1998-07-24
37.12985,-76.82308,2021-12-20
38.98773,-78.20517,2013-04-23
38.89625,-78.1268,2013-09-15
38.225,-112.35,2006-08-15
41.6359,-111.6149,1978-10-07
41.5343,-111.5281,1999-09-20
41.96181,-111.5333,2005-01-05
41.49955,-111.6348,2006-09-07
41.7086,-112.0179,2006-10-21
40.9,-109.75,2004-08-10
40.86765,-109.5143,2008-12-07
40.91689,-111.8038,2004-03-04
40.61125,-110.3583,2007-08-22
40.60353,-110.8055,2009-07-11
39.58375,-111.1339,1996-08-22
38.0,-112.5,1997-11-20
40.9,-111.625,2006-10-15
38.48342,-77.34673,2003-09-13
36.73225,-81.62195,2011-09-12
38.73048,-78.33453,1970-09-16
36.8778,-82.4179,2004-10-16
38.54602,-79.16096,1995-11-18
37.75926,-79.5912,2021-01-09
37.2423,-80.13276,2002-04-04
38.52019,-77.36115,1957-07-01
37.248,-77.354,1981-09-19
36.5587,-79.36079,1976-10-15
37.047,-77.90815,2011-04-16
37.02759,-80.38748,1998-05-30
37.72693,-76.6658,1978-08-01
36.63931,-78.55758,1970-05-16
38.02516,-77.97089,1998-12-15
39.14588,-77.67422,1970-05-15
37.15814,-80.36054,2012-08-15
37.047,-77.90815,2012-01-16
38.61792,-77.52767,1994-11-15
37.29734,-79.85085,2019-10-15
38.56546,-79.14478,2010-08-21
38.36885,-78.5367,2011-12-28
38.58125,-79.14795,2012-03-16
38.57716,-79.11095,2013-08-31
38.51591,-79.02109,2014-08-07
38.9766,-78.6205,2002-02-16
38.90323,-78.48832,2014-04-03
36.84531,-81.39125,2022-11-05
37.33226,-76.70926,2020-10-22
38.44714,-79.65548,2012-01-07
36.589,-79.1345,2003-04-19
38.36911,-78.53718,1993-07-01
36.62492,-81.48593,2011-10-14
37.3557,-80.5378,1990-08-11
36.94165,-80.04166,2003-11-13
36.9846,-80.3755,2016-08-02
37.17433,-82.39963,2021-07-26
37.44378,-77.6257,2006-06-02
36.5884,-76.28729,2000-07-21
36.74465,-80.98215,1992-12-22
38.0735,-77.2265,2008-11-15
36.91355,-77.95074,1980-12-20
37.047,-77.90815,2011-05-03
36.745,-80.48,2007-09-29
36.6765,-76.364,2008-01-12
38.741,-77.23238,1973-06-13
38.70819,-77.17868,1978-07-15
38.80319,-77.34879,1995-08-15
37.06266,-79.82829,2004-12-21
37.01115,-79.908,2007-07-28
37.12815,-79.8871,2012-10-04
37.29854,-80.82856,1997-03-29
37.41095,-80.6275,2005-05-28
35.8525,-80.6585,2015-08-17
37.54,-79.57,1972-11-18
38.05408,-79.77946,1992-07-01
38.3331,-79.35755,2000-07-15
37.53434,-79.49707,1988-11-01
37.303,-78.193,1980-08-30
37.92735,-75.6561,2007-06-21
42.86222,-72.60887,2016-04-05
43.1635,-73.0723,2005-08-25
46.35639,-123.6081,1978-11-11
46.94917,-122.6869,1967-08-16
46.803,-122.4133,1973-08-15
46.803,-122.4133,1977-07-29
46.803,-122.4133,1981-09-16
46.985,-122.7669,1984-05-16
46.9363,-122.7607,1985-07-26
46.94445,-122.6893,1987-07-15
46.94913,-122.6869,1990-05-03
46.96515,-122.69,2004-10-10
46.8434,-123.2383,2005-03-31
46.86044,-122.7043,2011-02-04
46.78571,-122.7515,2012-03-20
46.33425,-123.5439,2003-04-24
46.0675,-118.0519,2000-03-06
46.03333,-117.9486,2001-01-16
46.0675,-118.0519,2001-03-08
46.03944,-118.0711,2001-03-11
46.0573,-117.9793,2003-11-19
48.78056,-122.1483,1976-06-16
48.8178,-122.1656,1977-08-27
48.68985,-122.4078,1980-09-07
48.72917,-121.6278,1982-07-11
48.86,-121.6738,1984-10-20
48.9294,-122.0247,1987-09-15
48.92928,-122.2638,1995-07-05
48.5149,-121.2543,2001-09-09
48.53944,-121.745,2002-08-04
48.76075,-122.2156,2003-04-23
48.78336,-122.2196,2003-07-13
48.9058,-121.6967,2003-08-15
48.66175,-121.3685,2005-12-03
48.43505,-121.3455,2014-06-14
48.90147,-122.3347,2017-01-21
48.84984,-122.1455,2017-08-19
48.92982,-122.2018,2018-09-15
37.585,-79.052,2003-12-07
37.9808,-78.9279,2008-01-21
37.38661,-79.55045,2015-09-09
37.64224,-79.79759,2012-12-24
48.74111,-117.4161,1991-05-10
46.31401,-124.0273,1979-07-15
47.4549,-122.2825,1973-05-19
47.72142,-124.3985,1977-10-15
47.71782,-123.0533,1980-08-15
47.7079,-122.9179,1981-09-15
47.6653,-122.9714,1982-01-23
47.49367,-123.8859,1982-11-15
48.00503,-122.911,1986-09-15
47.7442,-122.8994,1996-04-14
47.57778,-124.2933,1999-03-19
47.4645,-123.8979,2000-06-17
47.9237,-122.8531,2001-09-15
47.94056,-122.7919,2003-05-08
48.09725,-122.8241,2004-10-10
47.8306,-123.2135,2004-10-13
47.5532,-124.3324,2004-10-21
47.86028,-123.9364,2005-09-15
47.86697,-123.8796,2006-02-23
48.03632,-122.9539,2008-06-01
47.61922,-123.1592,2013-09-21
47.67304,-122.941,2014-09-08
47.82243,-124.195,2017-02-25
47.89745,-122.8345,2020-08-20
47.7117,-121.1544,1970-04-14
47.5225,-121.7569,1970-05-13
47.29944,-122.1806,1973-04-18
47.75034,-122.1979,1974-10-16
47.40667,-122.0375,1975-07-31
47.6181,-121.3114,1977-08-14
47.425,-121.4142,1982-11-26
47.5103,-122.0456,1983-08-17
47.425,-121.4317,1984-08-15
47.2831,-121.9258,1984-10-17
47.39,-122.2187,1986-12-25
47.1826,-121.7713,1990-06-18
47.48176,-121.6548,1990-12-03
47.57576,-121.7427,1991-10-15
47.288,-121.9658,1992-04-01
47.41,-121.725,1994-09-10
47.1998,-121.7565,1995-09-13
47.4317,-121.7731,1996-02-17
47.3958,-121.5356,1998-05-18
47.6068,-121.9008,1999-06-15
47.1608,-121.6594,2000-05-15
47.43534,-121.7666,2000-08-14
47.275,-122.195,2002-05-01
47.13485,-121.9418,2002-07-15
47.46312,-121.4454,2004-05-25
47.40245,-121.5633,2004-07-22
47.4352,-121.7812,2004-09-30
47.7393,-121.9749,2005-06-23
47.55477,-121.5354,2005-07-16
47.71167,-121.1544,2005-09-12
47.6597,-122.105,2005-10-12
47.6633,-122.1253,2007-03-15
47.09762,-122.5368,2008-01-02
47.70178,-121.1859,2009-08-04
47.34072,-122.0775,2014-05-02
47.49488,-121.7555,2015-10-31
47.6016,-121.6785,2016-04-05
47.7613,-122.7063,1988-06-25
47.5279,-122.3454,1991-06-22
47.79,-122.54,2000-09-01
47.78212,-122.528,2003-06-15
47.763,-122.5344,2004-11-16
47.7504,-122.535,2006-03-03
47.74897,-122.4966,2006-11-03
47.74225,-122.5377,2008-01-28
47.45411,-122.3219,2008-01-28
47.4506,-122.3234,2008-07-01
47.77293,-122.5552,2011-01-25
47.52877,-122.7197,2021-08-27
47.3338,-121.2309,1965-07-30
47.19944,-120.2758,1970-11-22
46.98333,-121.0922,1983-09-01
44.83931,-120.5688,1995-12-15
47.14472,-120.7967,1997-01-01
47.25722,-120.8908,1997-07-05
46.97944,-121.0939,1997-10-25
47.47745,-121.0415,2000-07-30
47.3178,-121.2802,2000-10-08
47.33515,-121.4044,2004-08-18
47.2842,-121.0777,2004-10-16
47.3991,-121.1008,2004-12-07
47.1902,-120.9783,2014-05-12
47.20113,-121.0161,2016-01-27
47.41704,-121.1417,2017-05-12
47.38253,-121.2636,2020-07-15
47.18806,-120.554,2021-01-13
47.21551,-120.9383,2021-08-27
47.34432,-120.9477,2021-10-15
45.96384,-121.6095,1980-05-18
45.81611,-121.5708,1982-10-15
46.01665,-121.6669,1990-05-15
45.75806,-121.2303,1991-04-13
45.91694,-121.5825,2000-09-14
45.9358,-120.9855,2003-03-18
45.88039,-121.1692,2003-04-23
45.96112,-121.6314,2004-08-14
45.99935,-121.4821,2006-04-16
45.86883,-121.4813,2010-09-15
45.77766,-121.5189,2019-07-10
46.49139,-122.9367,1967-08-18
46.6711,-121.5863,1969-11-15
46.67389,-121.5867,1969-11-19
46.63477,-122.7746,1978-08-05
46.50105,-122.8722,1980-09-15
46.55139,-121.4625,1980-11-12
46.09035,-121.9313,1981-06-01
46.71,-122.3442,1990-09-22
46.5347,-122.4275,1990-10-15
46.7002,-122.1983,1994-07-15
46.5579,-122.2988,1996-02-25
46.46447,-121.5314,1998-11-07
46.48441,-121.936,1998-11-21
46.55861,-122.2739,2000-04-15
46.5672,-122.2963,2000-10-11
46.55354,-122.2842,2000-10-15
46.6622,-122.9627,2001-05-13
46.67111,-121.5863,2001-09-01
46.50835,-123.0235,2002-06-15
46.5347,-122.4275,2002-09-14
46.5256,-122.0252,2002-09-19
46.7225,-121.6606,2002-11-02
46.52352,-122.3045,2003-08-15
46.63153,-123.2349,2004-06-12
46.44165,-122.3416,2004-11-12
45.4549,-122.1761,2005-09-05
46.14853,-121.5775,2006-09-12
46.60207,-123.3749,2006-11-18
46.50511,-122.9316,2007-01-15
46.39019,-122.0303,2008-08-06
46.51479,-122.6361,2009-05-17
46.49406,-122.5319,2010-06-09
46.6979,-121.5094,2010-09-15
46.68102,-121.6014,2011-07-03
46.59632,-122.5308,2012-01-22
46.53686,-122.202,2012-06-02
46.64191,-122.4607,2013-06-02
46.47816,-121.9103,2013-11-12
46.4125,-122.182,2020-04-24
46.71444,-121.5406,2020-05-24
46.76017,-122.9896,2021-12-27
47.9093,-118.9505,2004-10-13
47.1305,-123.0966,1960-07-18
47.5958,-123.1208,1978-07-15
47.4028,-123.2022,1992-08-15
47.5616,-123.1967,1992-08-29
47.27667,-122.8858,1993-10-15
47.3542,-123.2334,1996-04-14
47.2641,-123.1583,2001-07-03
47.41184,-123.3212,2002-05-15
47.2055,-123.3958,2002-11-01
47.23194,-122.885,2004-06-08
47.2293,-123.4898,2004-11-16
47.28069,-122.8833,2005-09-26
47.396,-123.1976,2006-11-03
47.3978,-123.2008,2006-11-19
47.49865,-123.2182,2007-11-16
47.28435,-122.8665,2008-03-12
47.46872,-123.2259,2010-09-04
47.41995,-123.2005,2011-01-11
47.29435,-123.1267,2011-01-25
47.12015,-123.0865,2014-01-15
47.57132,-123.1586,2017-08-28
48.9651,-120.5949,1949-09-15
48.40859,-119.0709,1970-10-15
48.36361,-120.1211,1976-01-30
48.9138,-119.7023,1994-06-15
48.95835,-119.7084,1996-05-26
48.61972,-120.1075,1997-10-15
48.59694,-120.5122,2000-10-06
48.40611,-118.9844,2001-10-12
48.45809,-120.1611,2005-10-17
48.32956,-119.187,2006-08-01
48.45809,-120.1611,2006-08-19
48.32956,-119.187,2006-09-28
48.71545,-119.0802,2006-10-06
48.3912,-119.7595,2006-10-18
48.94655,-119.5423,2006-10-20
48.9588,-119.7085,2007-05-23
48.57028,-119.8345,2008-07-19
48.6584,-119.8428,2011-08-17
48.57806,-119.6985,2012-05-02
48.44425,-119.9417,2014-10-19
48.64385,-119.182,2015-05-23
48.64185,-120.502,2015-08-04
46.35099,-123.6886,1992-12-26
46.7818,-123.8793,1996-11-01
46.71103,-123.4013,2001-04-20
46.4205,-123.8165,2008-04-12
48.66611,-117.4694,1996-08-24
48.65083,-117.3347,1996-10-26
48.75528,-117.4214,1998-09-12
48.83558,-117.2776,2003-07-17
48.79056,-117.2833,2005-04-18
48.86479,-117.3672,2005-07-27
48.49398,-117.0579,2017-10-17
48.65397,-117.3349,2018-12-15
46.951,-122.2985,1967-07-15
47.0849,-122.5926,1971-03-01
47.18556,-122.2917,1974-06-27
47.1772,-122.1852,1975-10-11
47.2416,-122.1833,1975-10-13
47.17295,-122.2214,1976-09-15
46.98578,-122.6997,1977-10-01
47.0945,-122.0874,1978-04-30
47.0577,-122.4643,1978-07-15
47.05472,-121.8211,1979-11-16
47.3704,-122.782,1979-12-07
47.15556,-122.4328,1980-04-16
46.79955,-122.2738,1981-05-31
46.74551,-121.8221,1982-07-15
47.0183,-121.5344,1982-08-15
47.14385,-122.3055,1983-05-11
47.1787,-122.2484,1983-08-06
47.10637,-122.5958,1986-09-15
46.75468,-122.1183,1987-07-05
46.88234,-122.4331,1990-07-30
46.71833,-122.1767,1991-06-08
46.766,-122.1652,1992-01-01
47.147,-122.6028,1993-04-15
46.67816,-121.5763,1994-09-24
47.0466,-121.51,1995-05-26
47.01278,-121.4642,1995-06-10
47.3724,-122.5819,1996-01-01
46.9974,-122.1694,1996-08-16
46.958,-122.6755,1997-06-24
47.01278,-121.4642,1997-11-28
47.0958,-122.2356,1998-09-15
47.1144,-121.4844,1999-04-15
47.32944,-122.5789,1999-08-18
47.00444,-122.5386,2000-03-13
47.0044,-122.5386,2000-08-16
47.0274,-122.3003,2000-10-07
46.9382,-122.382,2001-04-25
47.01562,-122.0282,2001-05-01
47.09685,-121.45,2002-07-15
47.0586,-122.2864,2002-11-15
47.0019,-121.6279,2002-11-16
47.16145,-121.8943,2003-04-05
47.0228,-121.5497,2003-12-09
46.75861,-122.0297,2005-11-02
46.84565,-122.3076,2006-08-15
46.74621,-122.0467,2007-09-10
47.12045,-121.5298,2008-06-07
47.00008,-121.9563,2008-08-24
46.99857,-121.6321,2008-09-14
46.878,-122.3574,2008-09-29
46.81398,-122.0571,2008-11-19
46.84748,-122.2719,2010-05-22
46.75225,-122.0566,2010-06-25
46.97441,-122.6317,2011-05-20
46.75953,-122.0246,2012-05-18
47.09982,-122.6246,2012-06-01
47.05072,-122.4212,2012-09-12
47.04433,-121.4234,2012-10-07
47.064,-122.3482,2012-10-10
47.06045,-122.157,2012-10-15
46.77641,-121.9557,2014-03-01
47.1352,-122.0669,2014-10-08
47.03189,-122.3677,2014-11-07
46.86113,-122.2669,2014-11-20
47.34805,-122.741,2015-11-11
47.172,-122.1625,2016-03-16
47.07405,-122.4428,2016-05-29
47.1862,-122.1054,2018-04-30
47.2255,-121.805,2018-09-30
46.9805,-121.7464,2021-01-15
46.8683,-122.3874,2021-05-04
48.52395,-121.4105,1973-07-15
48.35552,-121.8668,1980-05-10
48.36861,-122.2778,1986-08-09
48.64056,-121.8053,1994-05-13
43.74251,-121.6009,2004-06-15
48.37697,-121.8281,2006-08-19
48.308,-122.215,2009-06-15
48.32675,-121.6962,2010-10-22
48.58177,-120.8032,2011-11-09
48.48157,-122.1845,2018-04-06
48.56245,-121.8588,2018-09-15
45.75056,-121.6508,1950-05-01
46.385,-122.1379,1967-10-18
45.66194,-122.0144,1969-03-05
46.3341,-121.7913,1969-03-09
46.27583,-122.2083,1971-08-27
45.74639,-122.2375,1972-05-22
45.62778,-122.0194,1978-04-29
45.69833,-121.7753,1980-04-15
45.63921,-121.9883,1985-06-08
46.04722,-122.1914,1985-07-01
46.295,-121.5478,1991-07-15
46.0189,-121.7476,1993-08-02
46.0803,-121.7512,1997-05-15
45.94002,-121.7582,1997-06-15
46.15194,-122.1572,1997-11-20
46.17861,-122.0514,1998-06-18
46.10444,-122.015,1998-08-27
46.1036,-121.7944,1999-09-06
46.3105,-122.028,1999-10-20
46.08515,-121.7064,2000-09-15
46.10861,-122.1283,2001-03-04
46.1333,-121.8,2001-08-11
45.9667,-121.6667,2001-08-15
45.8083,-121.9063,2002-08-03
46.0969,-121.9191,2002-10-20
46.21583,-121.9192,2003-06-25
46.3751,-122.1301,2004-09-15
46.3105,-121.9256,2004-11-08
46.05,-121.95,2004-11-29
45.723,-121.8864,2005-02-05
46.13795,-122.3291,2005-08-19
45.74715,-122.2339,2005-11-17
46.40153,-121.8738,2007-09-03
45.9216,-121.718,2008-11-26
45.96578,-121.7576,2009-09-09
45.83632,-121.921,2010-09-25
46.33448,-122.0504,2016-11-07
45.80191,-121.9223,2019-09-01
45.75957,-121.6267,2020-01-04
45.74796,-122.2389,2020-05-15
45.967,-121.6625,2020-07-24
46.13657,-122.1692,2020-12-16
45.96282,-121.7346,2022-08-05
48.2475,-121.9425,1958-05-14
48.0835,-121.9683,1971-10-15
48.2775,-121.8078,1973-10-20
48.02611,-121.6406,1974-07-06
48.07834,-121.7363,1974-09-15
48.2688,-121.705,1975-04-16
48.21167,-121.6769,1975-05-25
48.1278,-121.7692,1977-12-29
48.11556,-122.0958,1980-01-11
48.2681,-121.3314,1980-05-24
48.1472,-121.3819,1980-06-28
48.93228,-121.9995,1986-10-17
47.9817,-122.0447,1988-07-13
48.09853,-121.8135,1989-06-01
47.8925,-122.0111,1995-04-17
47.8573,-121.6352,1998-04-01
47.8895,-121.8134,1998-08-28
47.79111,-122.1914,1999-05-12
47.7853,-121.6647,2000-02-06
48.1864,-122.2612,2000-09-01
48.0744,-121.7915,2000-09-02
48.0028,-121.9572,2000-09-20
47.85556,-121.9697,2001-08-01
47.97205,-121.4008,2002-05-15
47.8901,-121.3676,2003-06-21
47.8465,-122.1357,2003-07-01
47.87725,-121.8943,2004-07-03
48.21095,-122.0262,2004-09-30
48.11509,-121.9677,2005-03-01
47.485,-121.5287,2005-04-20
47.79222,-121.1958,2005-11-03
48.22336,-121.5777,2006-10-13
47.86405,-121.6738,2007-10-14
48.105,-121.905,2008-02-01
48.13025,-121.851,2008-08-15
48.02073,-121.3552,2008-09-13
47.7925,-122.1676,2009-07-06
48.10255,-122.2763,2010-06-10
47.90079,-121.6692,2011-04-26
48.03114,-121.6708,2011-09-01
48.04725,-121.4469,2012-08-25
48.05305,-121.429,2012-11-07
48.11308,-122.1375,2012-12-11
48.10892,-121.5186,2013-08-07
48.27656,-122.2138,2013-11-20
47.82636,-121.1057,2014-10-21
48.13261,-121.3539,2015-05-09
48.1917,-121.5757,2016-08-10
47.92528,-117.1153,1961-12-28
47.62769,-117.3606,2005-02-15
47.5505,-117.167,2010-09-15
47.73081,-117.159,2017-01-08
47.75026,-117.5152,2020-09-02
47.74207,-117.5302,2020-12-15
48.78389,-117.8106,1981-07-02
48.65528,-117.7619,1984-07-08
48.36624,-117.9368,2004-10-15
47.981,-117.6454,2004-10-17
48.15997,-118.0387,2013-07-15
48.80483,-117.5853,2013-10-24
48.03062,-117.5429,2015-08-30
48.18676,-118.0076,2015-09-05
47.96136,-118.1611,2016-05-15
48.2914,-117.4546,2017-09-03
48.57989,-117.5888,2020-10-17
47.97637,-117.7324,2021-10-22
48.93221,-118.609,1993-10-15
