latitude,longitude,date
47.495,-120.835,1968-08-30
46.23361,-119.3172,1967-03-15
45.9555,-89.7384,1991-07-20
44.4049,-91.3171,2006-12-06
45.1097,-92.4573,2004-06-16
44.8491,-88.51969,1981-08-15
46.10445,-91.49319,2008-04-28
45.95919,-91.30911,2018-05-06
46.09433,-91.16428,2022-09-17
46.0484,-89.66195,2001-10-15
45.941,-89.21035,2013-06-26
46.1675,-89.3381,2013-12-15
46.08392,-89.91314,2021-10-17
43.251,-88.3245,2006-11-09
43.21667,-88.31644,2018-03-25
43.26699,-88.29105,2021-07-18
43.1575,-88.1255,1997-08-15
42.97569,-88.44846,2010-07-05
47.8498,-120.9591,1975-08-10
47.4644,-120.6705,1977-05-22
48.19984,-120.7744,1978-08-15
47.29833,-120.3,2000-07-15
47.4822,-120.319,2002-10-17
47.775,-120.715,2004-08-11
47.35305,-120.2955,2004-10-17
47.8323,-120.718,2005-01-20
47.2637,-120.2238,2005-04-17
47.74435,-120.7426,2005-12-03
48.19923,-120.7772,2006-07-25
48.31199,-120.6599,2007-08-23
47.83843,-120.55,2012-09-22
47.85691,-120.6502,2014-06-22
48.50999,-120.793,2014-09-06
47.72298,-120.7219,2014-12-15
47.77559,-120.8206,2016-10-02
47.64581,-120.607,2021-05-21
47.79538,-120.6295,2021-05-31
47.76061,-120.6681,2022-06-20
47.93722,-123.82,1948-05-15
47.969,-123.582,1966-05-01
48.0985,-123.3261,1982-07-03
48.08955,-123.3678,1983-09-24
48.1609,-124.7312,1984-07-18
48.0281,-123.5864,1997-05-15
47.9261,-123.3769,2001-01-04
48.08025,-123.7108,2004-09-20
48.1368,-123.7349,2004-10-11
47.9477,-124.5301,2005-04-05
48.27646,-124.6802,2010-08-25
47.94485,-123.5436,2011-01-16
47.94001,-124.3863,2011-09-04
48.11949,-124.5989,2020-06-30
45.7811,-122.5322,1984-01-15
45.69,-122.3353,1985-06-28
45.8581,-122.4089,1989-06-14
45.8911,-122.4076,1993-02-15
45.90052,-122.3898,1995-08-15
45.8331,-122.3985,2003-11-05
45.77225,-122.3445,2018-05-25
46.37944,-117.9458,1991-09-15
46.48917,-117.9592,2000-01-24
46.33333,-117.6767,2000-07-24
46.1911,-123.1875,1952-07-01
46.37,-122.82,1970-07-01
46.06333,-122.1967,1972-08-15
46.48508,-122.7372,1981-05-15
46.1903,-123.1175,1984-07-14
46.05333,-122.6228,1984-09-01
46.20128,-122.9329,1991-10-27
46.43362,-121.8326,1998-10-15
46.0471,-122.8294,2001-07-15
46.3261,-122.4988,2002-05-09
46.3758,-122.5855,2002-05-18
46.19328,-167.131,2006-07-05
46.364,-122.5935,2006-07-15
46.2965,-122.3431,2006-11-18
46.11887,-122.1931,2007-08-07
46.38448,-122.5572,2009-09-12
46.32793,-122.4349,2014-06-01
46.1725,-121.9305,2020-09-23
48.95876,-118.4102,1995-07-01
48.7844,-118.5545,2005-03-01
48.51673,-118.5905,2006-10-14
48.60844,-118.4379,2008-10-01
48.6254,-118.4262,2013-09-15
47.0033,-123.4822,1972-08-31
47.4259,-123.8763,1978-06-21
46.9705,-123.6288,1982-06-02
47.00625,-123.2902,1982-06-04
47.33694,-123.5894,1994-10-01
46.94102,-123.7727,1995-01-15
46.9782,-123.3893,1995-07-01
47.01139,-123.6619,1996-04-17
47.41306,-123.8792,1997-07-03
47.2475,-123.8886,1997-10-15
46.81045,-124.072,1999-10-15
47.0413,-124.053,2000-12-01
47.2838,-124.2306,2002-08-01
47.08824,-123.7194,2004-07-15
47.3631,-123.9718,2004-07-29
46.988,-123.8647,2004-12-18
46.93755,-123.8358,2005-10-15
46.92694,-124.1736,2005-10-29
46.98621,-123.8161,2005-12-01
46.98278,-123.1742,2008-04-05
47.2331,-123.9878,2008-07-05
47.50319,-123.8343,2008-07-14
46.96189,-124.1692,2009-07-26
46.82742,-123.7095,2010-11-17
47.19006,-124.199,2012-06-02
47.0562,-124.0556,2013-09-30
46.96114,-124.1526,2014-03-15
47.0709,-124.166,2016-10-01
47.44,-123.7635,2018-11-03
46.94365,-123.3173,2022-01-15
48.247,-122.6916,2002-10-15
48.39936,-122.645,2007-10-20
48.17107,-122.5089,2009-03-19
45.78177,-90.51659,1997-11-29
45.38867,-92.66538,2014-06-13
42.86631,-87.84023,1976-07-15
45.02176,-88.5233,1968-08-15
43.8708,-89.18135,2010-03-10
45.02046,-87.73608,1979-08-01
45.0902,-89.9905,2006-06-25
45.22849,-89.67523,1979-08-12
45.5051,-89.16425,1979-05-25
44.3801,-90.7221,2005-02-05
43.06171,-90.1687,1994-10-15
43.13145,-90.2787,2012-11-05
42.82445,-90.24295,2013-12-27
43.98694,-91.33662,1975-09-10
45.05855,-89.08323,2016-01-12
45.0255,-89.02036,2017-08-15
43.89418,-87.94178,2009-10-15
45.3865,-87.9604,1979-10-20
45.05592,-87.63705,1981-04-15
45.33418,-88.16359,1992-11-19
45.43522,-88.12464,1999-02-18
45.15,-87.6779,2004-06-20
45.64867,-88.03413,2013-04-28
45.64585,-88.0896,2014-11-19
42.51519,-87.52243,2012-09-01
45.89832,-89.6965,1984-07-27
45.7264,-89.8741,2001-07-15
45.87116,-89.66046,2011-11-05
45.63092,-90.02283,2019-07-09
45.94371,-90.35122,2002-04-21
45.7743,-90.51145,2002-11-24
45.775,-90.444,2004-07-14
45.94,-90.46,2005-01-06
45.73271,-90.42001,2008-07-12
45.672,-90.43515,2013-07-12
45.90015,-90.43416,2018-06-30
45.56326,-88.7829,1983-07-15
45.95359,-88.38782,2008-10-26
44.75668,-92.03925,2006-07-27
44.69867,-87.49564,2003-04-15
43.425,-88.68,1975-11-01
42.9633,-89.66375,1989-09-30
43.1573,-90.7109,2012-11-21
46.59847,-90.90444,2007-06-27
43.85809,-89.81407,2000-06-10
39.6723,-80.5621,2005-10-09
38.312,-80.429,1985-07-12
38.35806,-82.43855,1961-06-15
38.12764,-82.59822,1983-09-01
38.35727,-82.59348,2006-08-10
38.3248,-82.4438,2008-10-15
38.16391,-82.28279,2009-02-14
45.58858,-91.59938,1975-07-15
45.5258,-91.87774,1976-07-10
45.5,-91.71295,1997-11-07
45.63061,-92.12408,2018-07-30
46.6425,-91.1713,2004-11-16
46.42085,-91.2421,2007-10-30
46.67915,-90.86665,2008-05-10
46.25961,-91.10812,2008-08-18
45.776,-92.683,1985-10-01
46.05229,-92.30575,2002-08-19
44.6543,-90.0411,2000-03-28
44.4723,-90.7167,2004-04-15
42.95915,-89.6816,2011-10-28
43.0625,-89.3179,2016-01-18
38.98,-80.27,2009-09-11
39.61958,-81.14833,2004-06-05
37.6541,-80.7582,2001-09-05
39.21833,-81.16211,2001-11-12
38.6685,-80.03149,1989-11-24
37.80531,-81.14714,1975-07-04
39.6995,-79.5375,2005-10-05
38.1882,-80.1177,1969-11-24
38.788,-79.495,1994-11-05
40.1333,-80.68192,2004-12-12
37.50965,-80.64685,2007-08-12
39.6716,-79.9442,2003-05-10
39.335,-78.94501,2003-11-27
37.445,-80.17,1979-08-10
37.2875,-81.68124,1969-08-01
37.46292,-81.60155,1998-08-01
37.515,-81.8,2009-07-22
37.34592,-81.8074,2009-10-15
37.32091,-81.1271,2006-07-15
39.26188,-79.01405,2004-11-25
38.32548,-80.60419,1987-07-15
38.27832,-80.51534,1997-12-01
38.33109,-80.51374,2007-06-30
38.2845,-80.6385,2015-11-21
38.7016,-79.52835,1996-10-11
38.87813,-79.3434,1998-01-28
38.90203,-79.33517,1999-07-01
38.8554,-79.3999,2001-10-16
38.44367,-79.1347,2002-08-08
38.6934,-79.5653,2004-01-01
38.835,-79.3762,2007-01-13
38.8409,-79.4016,2007-06-18
38.835,-79.3686,2007-07-02
38.8926,-79.47325,2007-07-08
38.57502,-79.18524,2010-11-01
38.52026,-79.33413,2012-08-30
38.6492,-79.26241,2012-11-19
38.7084,-79.7802,1991-10-19
38.20065,-80.17294,2004-10-30
38.10785,-80.19044,2005-04-09
38.10833,-80.17528,2005-04-13
38.712,-79.7773,2012-04-27
38.7201,-79.7927,2012-06-15
38.18933,-80.2522,2016-09-06
37.7,-81.095,2007-09-28
37.6665,-81.1447,2008-03-18
38.95242,-79.42547,1997-09-23
38.9706,-79.4123,2000-07-15
38.8609,-79.55928,2005-01-13
39.9433,-79.665,2007-01-09
38.8762,-79.95695,2007-05-20
38.55,-79.98,2008-08-02
38.93027,-79.68047,2013-08-14
38.9695,-79.7625,2017-07-29
39.355,-80.915,2002-08-13
37.7929,-80.9075,2008-03-29
39.0417,-79.43762,1987-07-04
39.06881,-79.32608,2000-07-23
39.10023,-79.4593,2008-12-28
39.51,-80.985,2005-12-12
38.8448,-82.0849,2001-01-20
39.52122,-80.37878,1978-12-01
37.75415,-82.0029,1990-06-10
38.10263,-81.8075,2008-05-12
38.2383,-81.5722,1990-08-01
39.01972,-81.85806,2005-03-13
39.1611,-80.23375,1974-05-04
39.5226,-78.49429,2006-10-08
37.5313,-80.01335,1994-10-15
38.0,-81.0,1998-11-01
38.7365,-81.0321,2006-07-16
38.5464,-82.25949,1960-11-15
40.29,-80.585,1990-08-08
38.2128,-81.70641,2006-07-29
39.5392,-77.9407,2006-07-04
39.05,-79.98335,2005-05-30
39.03496,-79.95418,2006-03-18
39.51256,-78.05424,2014-11-12
38.38096,-82.52633,1980-07-01
38.46118,-82.07358,2001-06-15
38.0695,-81.08506,2007-11-28
37.603,-81.2625,2013-11-30
37.9937,-80.3616,2007-07-27
37.9208,-80.71875,2009-05-15
38.12852,-80.6754,2014-09-05
38.8317,-81.5784,2006-05-16
38.2639,-81.4625,2009-11-28
39.54114,-80.11329,1999-04-20
41.25,-111.05,1984-01-15
44.58333,-110.5,1972-06-06
42.9919,-108.9245,2007-05-31
44.4165,-104.1665,1998-11-02
39.592,-119.975,1970-09-01
43.41549,-72.33093,2016-06-07
42.15685,-96.34203,2018-05-25
48.25422,-101.3166,2000-04-21
47.72964,-102.701,2004-02-22
47.71188,-101.8886,2005-08-27
47.63297,-102.7291,2004-02-26
41.2333,-96.42668,1979-07-04
41.134,-95.88,2005-01-06
40.64043,-97.13196,1997-10-15
40.84792,-96.6824,1980-06-30
42.76609,-97.97573,1979-09-15
41.55099,-98.22576,2008-08-15
40.1399,-96.7432,1974-09-30
40.76345,-75.11044,2005-12-21
40.8192,-74.85561,2007-03-31
40.89452,-74.79077,2015-10-02
36.599,-105.4113,2000-05-17
36.19625,-105.5596,2006-10-02
36.65339,-105.9678,2011-02-20
39.679,-119.6665,1972-08-15
39.679,-119.6665,1972-08-25
41.238,-95.92,2005-08-13
42.5893,-103.398,1996-07-05
42.47356,-96.46025,1998-09-15
42.87331,-100.5501,1957-09-18
43.45844,-71.07906,2000-10-15
43.05,-70.93333,2004-09-12
40.7446,-74.6215,2004-04-23
39.632,-75.5167,2006-02-01
41.06945,-74.15562,1979-08-15
39.7384,-74.2975,2005-11-13
39.934,-74.3966,2006-07-27
40.053,-74.1301,2009-01-25
39.98216,-74.36187,2016-11-21
39.94853,-74.42721,2018-04-07
41.08335,-74.321,2005-12-10
41.1445,-74.29085,2007-01-15
39.70852,-75.38251,2012-12-29
40.45815,-74.77675,2008-07-25
41.2145,-74.5995,1976-10-18
41.13498,-74.80315,1977-07-09
41.29596,-74.68832,1990-06-15
41.30566,-74.6854,1991-07-01
40.99567,-74.78004,1995-02-01
41.14652,-74.59959,1997-11-15
41.29453,-74.68758,2015-06-23
41.16033,-74.86777,2015-09-20
41.17838,-74.52625,2015-10-02
41.27412,-74.64189,2016-03-05
44.79969,-71.1794,2014-09-15
42.78378,-71.77646,2016-07-08
43.11074,-71.35414,1970-10-31
43.28556,-71.46778,2001-01-10
42.69657,-103.0044,2003-09-15
42.71425,-103.018,2006-10-29
40.18113,-74.09944,1981-09-04
40.18478,-74.72261,1977-06-03
40.8959,-74.2918,1971-10-16
39.88078,-74.53293,1953-06-15
33.82819,-106.9285,1986-12-24
35.52162,-105.2526,2013-10-18
36.4178,-107.1612,1982-01-11
35.63736,-108.8676,2002-09-17
35.58565,-107.9978,2005-11-03
35.37201,-108.2034,2011-03-07
36.0605,-108.84,2011-07-16
33.27735,-105.7395,2001-08-06
33.2516,-105.7197,2004-06-02
33.15405,-105.7947,2004-07-26
33.27094,-105.7338,2008-03-12
35.98475,-106.8803,1983-05-07
36.7474,-107.6021,2004-12-15
36.72065,-107.3956,2005-01-10
36.91475,-106.9958,2005-06-21
36.095,-106.9571,2005-08-11
36.90237,-106.5784,2020-07-20
36.81315,-108.7608,2002-03-16
36.126,-108.87,2002-06-15
36.39135,-109.0612,2003-10-19
36.14505,-108.8548,2005-08-06
36.39135,-109.0612,2005-10-11
36.08089,-108.892,2009-05-12
39.60835,-74.43445,1998-07-15
40.16465,-74.68135,2005-12-10
39.652,-74.6298,2005-12-23
39.7962,-74.3749,2006-03-09
39.8234,-74.70135,2006-04-07
39.69191,-74.55341,2013-05-18
39.71742,-74.72394,2018-06-16
39.7784,-74.54086,2019-06-20
39.22348,-74.69759,2016-11-16
40.77545,-74.3516,2006-12-17
40.60667,-74.84528,2008-09-04
40.478,-74.4611,2005-12-11
40.9934,-74.3249,2005-12-10
40.9575,-74.45995,2007-02-01
40.9427,-74.46155,2007-11-09
40.93552,-74.49518,2009-10-30
41.01941,-74.57013,2013-02-15
42.4829,-110.5979,2002-09-14
42.4914,-110.9967,2003-04-20
44.49817,-109.6824,1978-05-15
44.50132,-110.0042,1997-07-24
44.45584,-109.7935,1997-11-02
44.48134,-109.5113,2000-07-14
36.9934,-104.4801,2005-01-23
39.29056,-119.6564,1980-09-15
40.52737,-118.1806,2005-02-15
37.8583,-118.325,2004-10-15
39.00056,-119.8458,1984-09-15
44.49817,-109.6429,2000-07-20
46.79165,-110.4165,2002-07-19
46.79165,-110.4165,2002-07-19
41.2,-110.5,2005-11-15
35.74875,-82.26195,1988-03-15
45.31278,-109.6449,1971-12-15
34.60905,-88.19894,2006-01-05
37.46041,-92.63587,2018-04-14
44.16985,-85.63835,2000-10-01
42.6688,-71.9023,1977-12-17
32.895,-93.45,1971-11-12
36.8817,-84.0821,2010-11-14
39.3985,-94.4955,2014-12-17
40.7219,-85.5045,1990-07-01
40.65639,-89.04518,2009-09-24
44.91666,-116.0833,1969-08-16
32.89526,-83.06994,2009-11-28
42.55576,-96.47562,1970-06-01
42.50817,-96.40213,1997-08-09
45.08334,-115.75,1973-08-24
44.58335,-116.0834,1979-02-17
44.9166,-116.4873,1979-10-20
44.75,-115.9167,1981-07-07
45.08334,-115.75,1985-10-25
44.41666,-115.5833,1996-10-01
45.16792,-115.8405,2006-06-27
44.95277,-116.0542,2007-07-01
44.64824,-115.6803,2017-06-25
44.66862,-116.1155,2018-11-21
39.8595,-94.54,2015-02-10
32.45763,-93.36627,1976-07-14
32.4197,-93.4386,1979-06-15
42.01496,-71.58914,2008-05-15
42.54334,-71.80123,2010-11-08
42.08363,-71.83971,2016-05-09
43.6676,-70.6235,2016-02-27
43.2045,-70.81187,2017-02-14
44.50587,-85.51546,2000-10-21
44.45835,-85.6667,2008-09-25
37.46392,-92.52242,2020-10-05
34.735,-88.26655,2013-02-16
35.75278,-82.22121,2011-08-21
34.48287,-84.5136,2007-08-01
31.46641,-81.64665,2008-11-23
34.66029,-85.39171,1974-11-01
32.80865,-84.25755,2004-07-15
34.84161,-83.94456,1994-05-15
32.96854,-85.02602,1960-11-04
31.8792,-81.88475,1982-06-15
32.0321,-84.43484,1986-06-15
34.6423,-83.4192,1978-06-15
31.71434,-84.60457,2011-11-24
34.74775,-83.48067,1998-05-23
33.9844,-85.3582,1984-10-01
34.39965,-84.383,2007-10-15
34.05198,-85.16238,2012-07-15
33.95003,-85.35133,2013-05-10
34.94325,-83.18237,2009-02-22
34.8804,-83.31311,2014-11-08
33.4119,-82.13665,1965-06-15
33.3646,-82.24471,1979-12-01
32.0538,-85.0409,2000-08-30
31.9621,-81.88995,1995-06-15
34.6527,-84.0354,2005-07-03
34.66005,-85.4034,1998-08-04
34.77525,-85.3297,2003-10-07
34.69895,-85.34145,2007-01-16
34.62689,-85.42266,2011-09-28
34.64145,-83.80404,1980-07-01
34.78035,-83.78375,1990-10-20
34.7673,-83.77811,1993-05-15
34.672,-83.714,1999-11-25
34.7064,-83.8329,2005-06-15
34.68319,-83.69085,2005-07-14
34.66255,-83.76585,2005-11-25
34.70107,-83.6746,2009-03-15
34.66467,-83.71705,2009-03-30
34.03528,-84.83903,2004-05-15
34.8155,-84.58501,2001-10-15
32.2462,-84.08932,1978-06-07
31.55762,-81.47213,1987-09-19
33.89761,-82.4975,1979-10-15
32.0391,-81.436,1998-11-12
31.43265,-84.1293,1992-07-11
31.0614,-83.07575,2006-07-26
33.09184,-83.69681,2013-11-05
33.46372,-83.61285,1986-06-15
33.26885,-85.12705,2005-01-31
33.81461,-85.15337,2006-12-18
34.36153,-83.87177,1976-06-15
34.71425,-83.62215,2007-02-15
33.97005,-84.20175,1974-04-30
34.4447,-83.59509,1999-08-13
34.70157,-83.45181,2012-05-09
34.37537,-83.77232,2006-12-31
33.81871,-85.10207,2016-12-03
31.62608,-84.16016,2012-05-30
31.9853,-81.61756,2004-07-15
31.82345,-81.73075,1998-10-15
34.8983,-84.6216,2005-04-21
34.8243,-84.72352,2010-01-12
33.80785,-84.78979,2006-06-16
33.796,-84.79601,2006-06-21
33.81283,-84.80283,2006-07-05
33.81029,-84.97515,2007-02-27
34.06787,-84.79704,2011-08-27
33.94979,-84.82338,2011-10-19
33.91604,-85.01929,2015-01-30
31.08925,-81.41267,1963-07-04
34.81182,-84.3453,2014-01-05
33.70037,-84.53352,1961-09-01
34.4826,-85.10299,2005-08-15
33.49565,-84.5317,2009-07-17
32.34705,-82.2464,1982-11-23
34.06705,-82.86789,2000-06-01
32.13781,-81.34159,2007-03-24
34.0,-85.0,1974-06-15
31.30062,-84.02254,1977-07-30
32.30676,-83.16122,1986-06-11
30.79456,-84.78122,2011-03-11
34.42654,-85.31646,2007-09-08
31.85605,-83.57655,2011-08-25
33.48295,-84.7681,2006-08-29
33.2706,-84.73555,2007-10-13
34.72292,-85.54543,2022-04-15
32.39858,-82.30919,1986-09-12
32.38575,-82.24886,2004-04-01
32.74985,-82.24796,2006-09-25
34.70435,-84.2269,1985-09-15
33.37111,-84.508,2018-12-15
34.17521,-85.18678,2005-10-10
34.17769,-85.19659,2011-06-20
31.18562,-83.66153,2009-08-15
34.0474,-84.68864,1999-05-08
30.83105,-82.6386,2009-10-07
33.32442,-84.2532,1984-07-15
34.36725,-84.57616,1987-09-01
31.98125,-80.89485,1976-01-02
33.5388,-84.869,2003-10-26
33.34677,-83.90588,2004-10-22
32.5754,-81.78378,2019-12-20
31.2439,-82.1341,1986-10-11
32.86288,-83.55708,1957-07-15
31.24842,-83.13654,1976-10-08
34.1226,-84.7038,1999-05-20
34.1088,-84.6971,1999-06-16
34.1318,-84.73846,2006-09-01
31.08012,-83.16414,2000-06-15
31.17384,-83.26071,2008-07-02
30.67,-83.412,2002-06-10
34.28745,-84.59345,1993-11-03
34.1962,-84.50055,2003-10-02
34.31955,-84.48006,2009-06-28
34.17351,-84.46456,2022-12-17
31.2137,-82.77173,2003-08-12
41.47445,-91.74585,2006-11-15
41.52387,-93.4371,1982-11-13
42.23576,-94.91264,2013-07-31
41.48453,-96.01464,1999-12-12
41.02174,-92.73979,1976-01-14
41.3675,-92.9008,2000-10-24
41.461,-94.045,2007-11-22
40.4415,-91.4261,1985-02-15
41.76292,-91.59415,1973-07-01
40.995,-91.75205,1975-10-28
41.7822,-91.57033,2010-04-15
41.62183,-93.63804,2000-02-15
41.65225,-90.59601,1981-02-04
41.76392,-90.55585,1989-07-04
43.32922,-92.06343,2010-10-24
31.30952,-82.74675,2007-11-15
31.35289,-83.08486,2011-11-09
42.0152,-94.3677,1983-07-15
40.66972,-95.68422,2013-06-30
42.73854,-93.22192,2001-09-01
43.17215,-92.76577,1977-08-01
42.7525,-91.8043,1970-11-30
43.47104,-95.12505,2013-02-04
40.8348,-93.85965,1991-09-15
43.078,-91.3867,1970-08-15
43.19481,-92.15997,2017-06-15
42.28422,-91.68192,2004-09-12
42.10722,-94.01338,2013-07-23
42.03477,-93.92304,2014-04-04
42.51633,-91.96428,2013-08-15
43.00499,-91.17154,1970-09-27
41.59377,-93.974,1978-11-15
40.59604,-93.77783,2000-06-14
40.8348,-93.85965,2008-05-28
42.4104,-90.66615,2007-11-07
42.55997,-90.76557,2011-08-31
42.50969,-90.84215,2012-09-21
42.33531,-90.93558,2015-11-30
45.8618,-91.75641,2006-10-07
42.47806,-93.82007,2000-11-25
42.9074,-94.3841,1977-09-01
42.8674,-94.356,1978-09-12
42.72063,-94.22206,2001-04-02
42.6766,-94.20245,2011-02-15
47.6835,-116.211,1981-08-01
42.79166,-116.25,1963-06-15
42.10072,-112.2149,2017-06-17
43.61015,-111.4418,2008-04-12
47.70965,-116.9266,1988-12-03
46.2404,-115.2088,1974-09-14
43.71597,-115.3929,2021-10-29
44.25028,-114.7503,1975-10-01
44.2548,-112.6467,1997-08-19
43.41005,-111.7899,2006-11-04
43.4082,-114.8281,1988-08-20
42.21834,-114.2634,2007-08-09
44.0925,-112.455,2005-05-09
44.0555,-112.9954,2007-07-15
44.41131,-112.2873,2015-10-20
46.94,-115.586,2001-09-03
46.75905,-115.8545,2021-11-08
44.14765,-114.9221,2001-09-01
43.79615,-113.8441,2004-08-01
44.62801,-115.2019,2013-06-06
46.19614,-141.006,2013-12-04
45.62681,-115.9501,2019-07-19
47.85001,-116.6079,2005-10-06
47.96905,-116.5499,2008-05-15
47.61947,-116.9945,2010-06-15
46.8102,-116.8368,2005-07-01
46.97822,-116.923,2011-02-15
46.75473,-116.4292,2020-10-09
44.9625,-114.655,2000-08-01
45.2704,-113.8186,2014-10-15
43.86739,-111.8617,2015-06-25
45.9978,-116.9156,1974-06-15
47.509,-115.9965,1996-05-30
47.02242,-116.0518,2006-08-07
47.61893,-116.2617,2011-08-10
47.19253,-116.0776,2019-07-13
47.23444,-115.6292,2020-08-08
47.5405,-115.947,2021-11-01
47.95614,-116.7787,1967-07-29
44.14555,-115.3106,2004-06-19
47.0615,-116.322,1972-10-01
42.1846,-89.022,1994-10-22
41.40762,-87.60593,2009-10-10
41.6,-90.1,1986-11-15
38.33912,-89.35323,2000-05-18
40.9474,-90.4429,2015-01-12
38.37945,-87.79079,2010-10-19
38.354,-87.8572,2013-10-23
40.1527,-87.7424,2005-10-01
40.09169,-87.71541,2015-11-12
38.27372,-89.21439,2013-11-12
37.9308,-88.362,2015-10-11
41.7584,-90.0795,2000-04-07
41.7798,-89.689,2004-12-22
41.73534,-90.22054,2012-01-23
41.72264,-89.80784,2014-05-12
41.71918,-89.91718,2018-02-14
41.34693,-88.23882,2017-01-22
37.846,-89.0111,1968-08-15
37.72735,-88.9487,1977-12-31
37.61095,-88.9319,2006-07-28
44.85,-116.4,1990-10-31
44.45853,-116.2853,2009-10-07
42.5149,-111.1241,1982-09-11
42.5149,-111.1241,1983-09-04
42.35635,-111.5212,2003-06-21
47.23455,-116.7369,2020-10-15
44.28265,-115.8714,2009-06-13
44.35978,-115.8596,2009-11-01
48.1143,-116.0558,1969-10-18
48.43443,-116.667,1976-03-15
48.6334,-116.934,1980-10-28
48.255,-116.1475,1985-08-15
48.49805,-116.4171,1993-10-31
48.25206,-116.0969,2000-12-31
48.15585,-116.1842,2006-02-10
48.33,-116.71,2008-08-19
48.74915,-116.8415,2013-11-02
48.43676,-116.9137,2014-10-24
48.1964,-116.99,2015-12-26
48.75694,-116.7338,2017-08-05
48.45359,-116.6339,2017-09-22
48.73665,-116.8596,2017-10-07
48.22407,-116.8768,2020-02-15
42.21,-89.85,2003-10-26
39.2372,-88.61966,1998-09-28
40.25679,-90.59952,2000-01-09
41.55965,-90.40675,1969-09-01
38.09052,-90.06338,1973-06-08
41.2285,-89.3211,1986-11-29
37.289,-88.9963,1999-10-02
37.52127,-88.65912,2007-09-22
39.607,-90.64,2007-11-16
39.8352,-88.47835,2015-01-02
38.04813,-89.30435,1975-12-06
40.82944,-89.73378,2007-10-27
40.82944,-89.73378,2010-05-05
40.8365,-89.599,2011-08-14
38.0985,-89.4205,2007-10-15
37.1142,-89.1979,2004-11-27
37.63,-88.55,2005-11-18
37.61404,-88.50061,2006-05-29
39.7721,-89.4691,1976-09-18
39.65749,-89.56981,1978-08-01
39.853,-89.5,1995-12-15
39.84874,-89.55229,1996-10-12
39.66676,-89.68079,2011-06-15
40.0,-90.0,2011-06-16
39.6395,-89.66525,2011-06-23
39.62,-89.6845,2011-06-28
39.83627,-89.65926,2011-07-16
39.73333,-89.61281,2012-10-04
39.75318,-89.56226,2017-09-16
40.1348,-90.6757,2010-11-18
39.50655,-88.70795,2014-12-30
38.51689,-90.16501,1991-11-16
38.43189,-89.87113,1996-06-29
38.4326,-89.79143,2016-01-27
38.4335,-89.7915,2016-01-27
40.61,-89.585,2005-10-06
40.67577,-89.60034,2013-02-26
40.67855,-89.49032,2016-10-03
37.56937,-89.36241,2013-10-29
37.56937,-89.36241,2013-11-12
37.4351,-89.30203,2015-11-21
41.96925,-89.38184,1965-10-02
39.75616,-88.62624,1999-10-09
42.18476,-88.29926,2008-09-13
40.316,-90.459,2004-09-11
41.02524,-89.45454,2016-08-16
38.4975,-88.9094,1972-09-15
40.82546,-88.50196,1977-10-22
38.71682,-87.68468,2011-12-19
38.76417,-87.60555,2017-01-24
41.86395,-89.34285,2003-06-14
40.14471,-89.41959,2004-10-30
39.8732,-88.9813,1980-11-08
39.781,-88.867,2006-10-05
39.115,-89.952,1978-05-01
39.37753,-90.04582,1993-11-20
39.06,-89.98351,1994-07-04
39.26776,-89.48787,2008-11-08
39.30525,-90.0933,2014-05-14
39.34657,-90.1173,2014-05-14
39.2038,-89.9758,2014-12-27
39.3047,-90.0775,2015-01-22
39.4383,-89.86021,2017-01-20
38.74784,-90.14547,1972-09-04
38.809,-89.918,1973-06-06
38.74784,-90.14547,1977-09-26
38.7774,-90.012,1978-10-21
38.72226,-89.80125,1980-12-24
38.92241,-90.16171,2004-07-08
38.4763,-89.54485,2006-06-08
38.9951,-90.1451,2009-04-08
38.90123,-89.80123,2009-12-18
38.66736,-89.87602,2017-01-20
38.96846,-89.72024,2017-01-25
38.74625,-89.8774,2017-08-19
38.68707,-89.09732,1989-10-14
37.228,-88.7476,2008-11-26
37.2276,-88.7584,2011-05-03
40.45428,-90.78947,2009-07-15
40.45273,-90.79664,2012-08-09
40.55179,-90.7771,2013-03-23
42.1838,-88.30026,2017-01-22
42.38553,-88.35001,2021-01-09
39.06,-89.558,1992-09-14
39.74652,-90.17844,1986-01-11
39.6548,-90.18651,2005-11-19
39.57463,-90.24173,2006-07-22
39.53747,-90.17564,2006-08-26
41.90703,-89.41539,2010-02-28
42.17577,-88.09506,2008-05-13
40.98073,-90.18332,1973-06-09
41.16124,-87.58124,1973-05-13
37.34339,-88.71672,1989-10-15
39.02775,-90.4049,1997-10-11
38.94564,-87.97622,2000-05-06
40.34057,-87.47077,2003-09-06
41.30412,-89.9595,1999-09-15
37.5,-88.3461,2001-08-16
40.4664,-91.0007,2000-11-15
40.3752,-91.3883,2001-05-16
37.60075,-88.38197,2011-04-15
37.44508,-88.36589,2021-06-13
40.8139,-91.0863,2004-11-26
40.9452,-90.9009,2008-05-03
40.9119,-90.928,2014-05-12
37.68393,-89.48825,1975-10-11
37.78048,-89.45728,1978-04-02
37.68485,-89.49155,1978-04-21
37.745,-89.3595,1980-11-15
37.71917,-89.48784,2011-03-05
37.71917,-89.48784,2012-03-06
37.61335,-89.15173,2013-03-01
37.63264,-89.17177,2014-05-14
37.85126,-89.23383,2015-11-02
37.59461,-86.13757,2020-10-12
38.18881,-88.83003,2010-10-02
38.32304,-88.96978,2020-07-21
